ego_lane	ego_route	ego_speed	ego_dist	npc1_speed	npc1_distance	npc1_speedChange_speed	npc1_speedChange_time	npc2_speed	npc2_dist	npc1_lane	npc2_lane
1	-E4	34.33355739046524	147.92943196980016	34.33355739046524	123.85084201882816	16.549668961129615	range(0, 5)	36.40120494995923	185.25279543538957	1	2
1	-E4	46.01582525518468	147.62351529248357	46.01582525518468	110.49187110594869	17.67853343415838	range(0, 5)	35.88098269856287	183.04447420403952	1	1
2	E5	37.402938042790154	148.22581774400481	37.402938042790154	117.98302298196079	16.2363853201066	range(0, 5)	31.877845321714833	187.50696041051054	2	2
1	-E4	36.73654058029306	148.10964579046453	36.73654058029306	88.31131761633664	13.428420871676561	range(0, 5)	42.88971744206888	182.32805677676777	1	1
2	-E4	45.62172388120896	147.70740044158293	45.62172388120896	98.51606735856237	19.704208739505997	range(0, 5)	43.97085752926669	181.0956298345597	2	2
2	E5	40.71622264163223	147.9099487652876	40.71622264163223	106.87047377802764	16.433624121298838	range(0, 5)	42.40002907788522	186.05859795098135	2	1
1	E5	45.4018284196228	147.30607556999547	45.4018284196228	89.89471597713293	18.209085903863503	range(0, 5)	46.78746933856593	187.13118752464237	1	2
1	-E4	32.974086246792986	147.50363627604114	32.974086246792986	87.77773038164105	12.27208786922838	range(0, 5)	49.10501493583172	182.0066241893945	1	2
1	E5	40.713675011580214	148.55261543780384	40.713675011580214	110.17968510162481	18.419679330931196	range(0, 5)	40.944402636299856	186.07080735962066	1	2
1	-E4	38.28743249615636	147.40917018623313	38.28743249615636	121.61335436005689	14.198869094203177	range(0, 5)	35.35936517692318	181.58696085616833	1	2
1	E5	39.52911564420113	147.43593854053321	39.52911564420113	93.66868887401557	17.01474223300076	range(0, 5)	30.94495023389407	181.4680320517026	1	2
2	E5	47.15196882267424	147.87261604791192	47.15196882267424	102.91289112412912	17.118160512634205	range(0, 5)	36.4047063378524	187.68161272738996	2	2
1	E5	48.61902619093572	147.70031857012947	48.61902619093572	131.63607154137952	20.227953337207893	range(0, 5)	46.10313964462346	180.36955358370898	1	1
1	-E4	49.23882180931782	147.82359706421482	49.23882180931782	91.8597113836163	16.94305656328452	range(0, 5)	34.5298179490388	182.66959549031102	1	1
2	E5	48.01322903959723	147.68310337322367	48.01322903959723	136.04376046202293	17.468037135136417	range(0, 5)	42.00196396476309	182.75675465923285	2	1
1	-E4	45.15885833001227	147.88798788825738	45.15885833001227	116.8299249841903	16.395194769486306	range(0, 5)	38.568729776505066	181.57839953846192	1	2
1	-E4	43.82435868187262	148.64372934410494	43.82435868187262	102.86269616743081	19.002537672898693	range(0, 5)	33.95313772315536	180.01130209417104	1	1
1	E5	47.704756283258355	147.35767366947036	47.704756283258355	130.38003952586524	16.399797501118016	range(0, 5)	38.05647040431257	182.84163894204843	1	1
1	-E4	44.207029958731084	148.17529621629953	44.207029958731084	137.42471554657337	18.22093232204455	range(0, 5)	45.410454972333035	184.05370585376266	1	2
2	-E4	44.79036485192806	147.64775284506948	44.79036485192806	112.96221671184996	19.783541537945087	range(0, 5)	45.21699997722251	183.70609946902147	2	1
1	E5	46.11972383327919	148.57820216355938	46.11972383327919	112.84875958792759	16.20258649368077	range(0, 5)	33.17249461608347	184.2227279864942	1	1
1	-E4	36.13425800782661	147.5843991398544	36.13425800782661	121.71607563848762	15.008270680552773	range(0, 5)	31.664990926631194	187.4065550356117	1	2
2	-E4	46.60614350209022	148.54534164723842	46.60614350209022	130.79936319498483	19.07929128733173	range(0, 5)	33.0182520166322	180.32993985959774	2	2
2	-E4	44.04731307966467	148.77969585362356	44.04731307966467	91.50003175935633	15.476429192354736	range(0, 5)	48.84289145041325	187.36059504405534	2	1
1	E5	40.99634158584759	147.69118557657575	40.99634158584759	92.17419412196713	14.954267007579892	range(0, 5)	31.72571116890683	182.2115112031828	1	2
2	E5	35.438679599464045	147.64455709481012	35.438679599464045	95.45418660964124	14.065829389993734	range(0, 5)	37.60973776965159	186.8293731903972	2	1
2	-E4	48.72180700497275	148.65256888927954	48.72180700497275	99.21770138534153	20.520029682732154	range(0, 5)	38.84968438290362	187.79297149005717	2	1
2	E5	49.29462441560156	147.72781634758869	49.29462441560156	114.67665734892226	20.471967499530788	range(0, 5)	33.90469957383759	183.83382174345675	2	2
1	E5	31.672954745998506	147.43422631721438	31.672954745998506	97.49735912223791	15.713067694334779	range(0, 5)	47.81060261685279	186.41029911482025	1	2
1	E5	43.93483782257699	148.74137536193655	43.93483782257699	112.94572377174032	20.35756041392944	range(0, 5)	46.97789490548034	182.32516534908234	1	1
1	E5	41.02721727500681	147.46076357298773	41.02721727500681	115.76902931768845	19.671993428674615	range(0, 5)	36.518327951373976	180.7966359858445	1	2
2	E5	39.305166511454416	148.73354753783505	39.305166511454416	95.29841022417139	16.48775666104457	range(0, 5)	45.90983461053328	184.1942358933197	2	2
2	E5	34.033459365823866	147.66685151432344	34.033459365823866	114.2512451077817	17.204598990912395	range(0, 5)	31.597423425711487	180.02354176020822	2	1
2	-E4	35.72565279862292	148.54831968275073	35.72565279862292	126.7957372132945	14.418190769401058	range(0, 5)	35.78608149433438	181.47480588861202	2	2
1	E5	46.14084884686312	147.33316001113857	46.14084884686312	118.60622094986418	18.271465042222975	range(0, 5)	40.04122014964306	180.82779354556683	1	2
2	-E4	30.337846732037082	147.37044831851304	30.337846732037082	95.18663702711464	12.986972385245673	range(0, 5)	31.36584314372982	182.76245395241702	2	2
2	E5	30.704534668108224	148.78098009274075	30.704534668108224	125.44736466114708	11.580646393748642	range(0, 5)	46.49388568978386	184.43621752196074	2	2
1	E5	33.96079157537115	148.64700908138846	33.96079157537115	126.71421090030164	14.19290531483226	range(0, 5)	49.132536626049344	183.78597087680168	1	1
2	E5	34.60600330704484	147.50230556067547	34.60600330704484	114.99067855861233	17.928467934804225	range(0, 5)	44.884816095345464	183.49220363126324	2	1
1	E5	43.76817307705219	147.39617891313574	43.76817307705219	126.79942354711022	17.15253530874445	range(0, 5)	40.04534730624317	186.00566739701696	1	2
2	-E4	39.20961356659599	148.69571498872534	39.20961356659599	114.51164358989735	17.354782715902733	range(0, 5)	49.882267539069574	187.0048087542895	2	1
1	E5	34.7397784002435	148.7832601451209	34.7397784002435	98.6678050128124	14.812808510256797	range(0, 5)	33.2469089622256	183.8562308026088	1	1
2	-E4	40.358640290462574	148.78756434086844	40.358640290462574	123.00373122240542	16.696246412822465	range(0, 5)	33.40638016051925	183.1210132329021	2	1
2	-E4	37.42749531373411	148.62632451984848	37.42749531373411	110.94436980143078	15.860288556088125	range(0, 5)	39.40994334973998	187.68823400778257	2	1
1	E5	45.352192868650995	147.54032280304722	45.352192868650995	92.49831281968054	16.705260618161653	range(0, 5)	32.536175324147464	186.90514940651113	1	1
2	-E4	48.738662331702976	147.98942111813514	48.738662331702976	118.73822624556647	19.75662090564746	range(0, 5)	45.3983249436926	186.53337311378837	2	2
2	E5	46.45206149856994	147.92244890645227	46.45206149856994	131.0138014001855	21.19859877069735	range(0, 5)	41.16959446192187	183.90297926199892	2	1
2	E5	46.205507013782814	148.25478327613828	46.205507013782814	102.56937325373154	20.753295556431315	range(0, 5)	38.13241259640745	185.59913648257913	2	2
1	E5	45.00925193113596	148.15973481722912	45.00925193113596	97.58731194666743	19.88271245333486	range(0, 5)	48.595473089524866	185.67409158915086	1	2
2	-E4	48.367462764021134	148.36115119420717	48.367462764021134	136.7397744832418	19.18943899550412	range(0, 5)	40.68369791739745	185.71616707061972	2	2
1	E5	34.681303013120996	148.50809810341894	34.681303013120996	127.25539158540762	15.164787756370906	range(0, 5)	41.31263252648815	181.83355466306423	1	2
1	-E4	47.68169707066314	147.99226952262737	47.68169707066314	119.96330925859212	17.46270843233332	range(0, 5)	35.28690297962426	181.54361320649699	1	2
2	-E4	42.204500946078056	148.70041983613933	42.204500946078056	95.03066880816337	19.186923501543262	range(0, 5)	36.95060694193629	182.13552197062077	2	2
2	-E4	44.00103357172684	148.5781209172513	44.00103357172684	119.88177498498061	16.27394435410581	range(0, 5)	33.160877623788444	186.79043303126056	2	2
1	-E4	35.15761294066504	148.15445946771644	35.15761294066504	136.61943031711155	17.093579554131374	range(0, 5)	49.56300682947456	186.12142048645188	1	1
1	E5	33.11288323943395	147.979955295143	33.11288323943395	109.556417355077	15.625675224086887	range(0, 5)	38.754537682247815	187.564562699703	1	1
2	E5	32.246922488069686	148.44872564324834	32.246922488069686	130.11135951388158	16.00221168052525	range(0, 5)	44.935859613156914	181.74657224643968	2	2
1	-E4	33.645756480925066	147.37591027327173	33.645756480925066	124.54199217936565	16.19121642805333	range(0, 5)	39.75480092037813	186.15968167961506	1	1
1	E5	39.64486466134073	147.81062133437345	39.64486466134073	94.06338621956135	17.766943646734784	range(0, 5)	38.70238970724898	183.29582397885497	1	1
1	-E4	38.17808251985448	148.29876059339446	38.17808251985448	115.6530269913668	13.462264189414984	range(0, 5)	30.613028387147	185.15429967973176	1	1
1	E5	35.494378586540904	147.7348960187692	35.494378586540904	104.84273379999705	13.009590401188575	range(0, 5)	49.715338439421316	184.324940260979	1	1
1	-E4	36.754127506958824	148.65346582580582	36.754127506958824	97.68253256305933	14.050062861059999	range(0, 5)	40.07189905212823	180.2752996257383	1	2
1	-E4	44.95893148165685	147.37505634342386	44.95893148165685	91.7018264218823	16.566016467601877	range(0, 5)	31.78650702454974	184.1357486254582	1	2
2	E5	35.02983255958786	148.13087546505707	35.02983255958786	112.73547704631491	17.321784673825764	range(0, 5)	47.495440325358025	180.08177914891934	2	1
1	E5	40.358401195111455	148.22170390775395	40.358401195111455	113.11470165416182	19.351772917835447	range(0, 5)	46.71456572636172	187.30792618322525	1	1
2	-E4	38.82820454486171	147.965043077712	38.82820454486171	121.92588494124638	15.453829138403929	range(0, 5)	42.614559980521385	180.15313068729662	2	1
2	-E4	38.79398695109935	147.82280017038403	38.79398695109935	99.72567672098839	17.680506325491464	range(0, 5)	33.98917380013667	187.1974672665911	2	1
2	E5	40.588305226467	148.46735200896026	40.588305226467	108.34556664263692	14.074874423081239	range(0, 5)	49.43657769914173	184.5367291043685	2	1
2	E5	48.737173216827344	148.7549973084514	48.737173216827344	114.95452116101804	21.359188804908193	range(0, 5)	39.44416726254512	183.86677437799094	2	1
2	-E4	34.149492239185804	148.69428285712044	34.149492239185804	118.75700234917467	13.071286621255547	range(0, 5)	44.407204449299556	185.56509998608982	2	2
1	E5	35.6268219029428	147.59132318942605	35.6268219029428	137.14853647037768	14.68899849269026	range(0, 5)	35.46934013769678	180.85854871654718	1	2
1	E5	38.971598981406636	147.9986575918702	38.971598981406636	112.80220590084728	17.635404261889967	range(0, 5)	43.85699472242881	182.43611788909578	1	1
2	-E4	43.02687334772709	148.33808661635868	43.02687334772709	114.33423126487284	17.715323606241498	range(0, 5)	46.290233360923544	182.99218459522706	2	1
2	-E4	48.064209743787956	148.78003479382693	48.064209743787956	125.83992321587536	17.837128038765496	range(0, 5)	49.18682685175367	185.26047174887222	2	1
2	-E4	46.319410795664744	147.63055905590053	46.319410795664744	135.02496691646877	15.749595100506	range(0, 5)	48.00341913813941	180.8254468212703	2	2
1	E5	34.9141952177348	147.62953254772205	34.9141952177348	127.1298106421975	13.734513439382095	range(0, 5)	40.70753989865737	184.42936543766913	1	2
2	-E4	46.51249314769436	147.7150335305954	46.51249314769436	135.85643161835318	19.18853718295302	range(0, 5)	46.10193031491674	187.97060541453655	2	1
1	-E4	36.861556545898615	148.25114028193406	36.861556545898615	101.9592788677413	15.382904502550794	range(0, 5)	34.90551668952982	185.5592997239155	1	2
1	E5	35.43014603613705	148.54477472182933	35.43014603613705	97.98564348737956	16.50721928872369	range(0, 5)	49.597304672089614	182.85173595309064	1	1
1	E5	42.32915743785418	148.64793004222332	42.32915743785418	112.5433772837672	19.25110107981576	range(0, 5)	33.6945012847311	180.47259467367496	1	1
2	-E4	49.806510111926734	148.66438624152278	49.806510111926734	125.2045645845239	17.917072691120687	range(0, 5)	39.37128845193543	185.0357283836578	2	1
1	-E4	32.841662555477086	147.78479393851003	32.841662555477086	136.43755813188534	12.5608335190921	range(0, 5)	32.93045172452919	181.65168121031746	1	1
2	-E4	38.04639359004118	147.41351079019097	38.04639359004118	87.64424246275983	14.017597504634523	range(0, 5)	31.140726662976302	183.42250775191388	2	2
2	-E4	44.72143902054803	147.95672506841655	44.72143902054803	98.21183710557142	16.588684191245573	range(0, 5)	36.53022238721485	181.81965658947556	2	1
2	E5	42.70399408587224	147.84721341109477	42.70399408587224	90.79169587200141	17.035519768891177	range(0, 5)	42.3029687457237	182.10607009221874	2	2
2	E5	48.57644519197103	148.46851679834654	48.57644519197103	120.81880352966657	21.273810906230196	range(0, 5)	36.87671313447329	186.84574624295468	2	2
1	-E4	49.78618934923176	147.91104799817836	49.78618934923176	121.393101843415	19.42265643975933	range(0, 5)	47.22983689495793	180.5900364352106	1	2
1	-E4	33.37096789041005	148.0160056468351	33.37096789041005	127.76063976750723	14.224234153573162	range(0, 5)	34.27700971628583	185.1402807887036	1	2
1	E5	36.17916917403408	147.74010241395354	36.17916917403408	96.17023775201844	12.99849978914961	range(0, 5)	45.995372600313786	185.2053585543334	1	2
2	-E4	42.86922179357239	147.61087436717378	42.86922179357239	118.49631969469992	18.638137833044212	range(0, 5)	40.26063062640876	184.37247229398625	2	1
2	E5	38.74495109807227	147.70567113225962	38.74495109807227	91.5444334214312	13.563026604268455	range(0, 5)	46.324750012024886	186.3109730804045	2	1
2	E5	33.464919529297575	147.74207929498678	33.464919529297575	89.07143950208074	16.96363290719789	range(0, 5)	43.18123332680952	186.44339687183242	2	1
1	E5	39.70695187622789	147.8885096596257	39.70695187622789	133.0814451333872	16.35297078826042	range(0, 5)	35.45359814720375	180.47357594969338	1	1
1	-E4	47.826697864184595	148.1930193171077	47.826697864184595	117.51548175510956	20.096571932655728	range(0, 5)	49.27535068798614	182.75065203693148	1	1
1	E5	48.23236846565902	148.18915252996618	48.23236846565902	113.6090155856367	17.34887389707918	range(0, 5)	41.12103063092912	186.9903895176899	1	1
1	-E4	47.3794192586881	148.07483399114832	47.3794192586881	132.45926569772962	18.125279640905067	range(0, 5)	40.930769617587146	181.1915181798752	1	1
1	E5	32.26507734291459	148.5662467299482	32.26507734291459	92.39797649624846	14.74120756660179	range(0, 5)	39.818375280333626	181.78129792117238	1	2
1	E5	34.55076586500422	148.47291909055383	34.55076586500422	110.90189473796912	12.959470234263463	range(0, 5)	49.490739083967156	180.19818343858938	1	2
2	E5	30.79423065579787	147.46372849675907	30.79423065579787	101.3949569214196	14.083402109128548	range(0, 5)	47.863123026179665	187.71500050672188	2	1
2	E5	49.436171560264874	147.7564699972372	49.436171560264874	112.11162592880997	18.078562993369317	range(0, 5)	30.827557939312634	182.6765520580875	2	1
1	E5	45.68950343117033	148.4934192432415	45.68950343117033	103.25023104507247	19.81191425932012	range(0, 5)	33.756363854647155	184.36059558555996	1	1
2	-E4	49.97395031438473	148.68970491249146	49.97395031438473	111.99744429937235	20.945659059515727	range(0, 5)	30.498795112961286	180.72408662709768	2	2
1	E5	31.96793484804992	147.61152454580616	31.96793484804992	94.63402334308134	16.580652762837992	range(0, 5)	49.18183388709799	180.2940420295331	1	1
1	E5	32.540558046726794	148.30169906458363	32.540558046726794	135.324878172229	14.439261695251316	range(0, 5)	43.281453836496226	185.3961723864154	1	1
1	-E4	40.19189059220227	148.31680639866835	40.19189059220227	124.7990512920688	18.261396959240354	range(0, 5)	39.17816454976106	181.97167120169195	1	2
1	-E4	35.37523441830014	148.58190593813228	35.37523441830014	92.43034391530972	13.448134284220753	range(0, 5)	38.17113825971685	180.05252659092176	1	2
2	E5	42.984168154946175	148.07849238468586	42.984168154946175	132.71128698392766	16.02277575042461	range(0, 5)	45.27878377510113	182.04765110942554	2	2
2	-E4	37.451877769617056	147.51940604111266	37.451877769617056	106.13585857202489	17.592411528970544	range(0, 5)	44.90567498065492	184.1567869980207	2	1
2	-E4	43.56939568510155	148.5280738436611	43.56939568510155	123.98221373592362	15.920698932041953	range(0, 5)	40.30368571070135	185.34027236519415	2	1
1	-E4	30.587188876315178	148.65062979059275	30.587188876315178	96.7079595686225	12.613662236764853	range(0, 5)	38.00091792307486	180.48672615706448	1	1
2	E5	34.365161348522236	147.60773178305263	34.365161348522236	133.51045035940402	15.101259503004066	range(0, 5)	44.124638458902176	186.76667689331111	2	2
1	-E4	46.27497224864426	147.71404772796254	46.27497224864426	104.60387878640421	15.885142381266329	range(0, 5)	45.0553448238128	186.26519178852286	1	2
2	E5	33.06989953106022	148.59800208579892	33.06989953106022	112.15423070540248	13.134402496683546	range(0, 5)	31.40396840934677	180.33909796397253	2	2
1	E5	38.5627799258836	147.83102854689835	38.5627799258836	115.06583177456669	18.64343331616177	range(0, 5)	47.99803907296315	182.67410707614496	1	1
1	E5	43.203656340749916	147.89483439180356	43.203656340749916	115.16688035646187	19.07189020093701	range(0, 5)	30.1015672875061	180.38463113032054	1	1
2	-E4	33.805937780953684	147.90165253029411	33.805937780953684	135.10321173816436	14.223901481810634	range(0, 5)	33.88518879939634	180.52241323769385	2	2
2	E5	41.99089095322236	148.75991710378014	41.99089095322236	123.23581315106117	16.67006022979478	range(0, 5)	38.44650361630967	182.3191355979318	2	2
1	E5	37.40278897498962	148.38238428746735	37.40278897498962	134.09640149571194	16.395401940411908	range(0, 5)	45.392010904442635	186.18193950764453	1	2
1	E5	46.47646012429101	148.15997718646742	46.47646012429101	104.05468027151434	15.840482421168026	range(0, 5)	36.510634315183275	181.29246926945507	1	2
1	E5	48.35045160458743	148.1596797235256	48.35045160458743	106.48944943984537	16.428622642041898	range(0, 5)	49.206453935064	187.08841493090654	1	1
2	-E4	47.57322032268323	148.4072016802868	47.57322032268323	113.9333440820194	20.153921809922927	range(0, 5)	43.01180289977931	181.54599844527007	2	2
2	E5	32.61541465177974	148.53211994139036	32.61541465177974	94.03953016151979	16.01938684106492	range(0, 5)	35.19200535852884	184.8365063736704	2	1
2	E5	35.80568349557092	148.53651348502012	35.80568349557092	123.38767210344267	17.225698467714082	range(0, 5)	44.93436188867465	183.41151502988862	2	2
2	-E4	47.41131071946252	148.3441985133734	47.41131071946252	124.64422059668858	21.373497788813808	range(0, 5)	49.12496661155831	182.20240536469126	2	2
1	E5	48.047502647519835	147.3233180714294	48.047502647519835	92.54353035384999	19.743435377236366	range(0, 5)	31.26943967136668	180.4860783052469	1	1
2	-E4	47.6602656699306	148.40070406271337	47.6602656699306	113.46884522163111	19.330832283428713	range(0, 5)	46.7123785105549	180.19509427555877	2	1
2	-E4	37.70459162343129	148.65541557084435	37.70459162343129	92.15602690089129	14.896586927254948	range(0, 5)	49.11586320026054	184.53841285178046	2	2
1	-E4	41.01958143623995	148.61578430054388	41.01958143623995	100.92841780361161	17.252001775960704	range(0, 5)	44.53122649418051	181.43929750697484	1	2
1	-E4	45.84733573334436	147.40449362307467	45.84733573334436	96.69060758694114	17.333228556373637	range(0, 5)	43.283661335703734	187.71795282888885	1	2
1	E5	47.05281916318841	148.25780465443387	47.05281916318841	92.61689659718273	17.916793172242116	range(0, 5)	35.168185955013556	181.9303526879478	1	1
1	E5	41.38999109116443	148.532039458807	41.38999109116443	106.56797930462396	19.17536168634059	range(0, 5)	47.62472415287684	184.82823771406086	1	1
1	E5	46.531780392648024	147.81288754035594	46.531780392648024	99.67230680738373	19.393258786296666	range(0, 5)	33.471825190428845	184.31371098298212	1	2
1	E5	48.19428583675481	147.70606476400397	48.19428583675481	88.23636623631796	18.192936868869737	range(0, 5)	43.51078097134881	187.52548814720944	1	2
1	-E4	44.839438051867944	148.52454386758322	44.839438051867944	116.74155870808728	18.546019145733162	range(0, 5)	43.71302287940845	181.20887469281007	1	2
2	-E4	32.931402665505146	147.52952394058133	32.931402665505146	121.51020577106368	13.545960461943661	range(0, 5)	48.06410656227342	181.82244536129267	2	1
2	E5	46.01993298957784	147.8636935345801	46.01993298957784	94.57392787804388	19.94718799794813	range(0, 5)	30.803600142863043	180.19968304879498	2	1
1	-E4	41.72896594086542	147.76905275149377	41.72896594086542	129.30075385891138	16.620540091298256	range(0, 5)	44.252943419150995	187.6631107503154	1	1
1	-E4	42.35951253207205	148.51117663545793	42.35951253207205	114.68839350670865	15.078934385648479	range(0, 5)	46.33438239460492	182.01893605581483	1	1
2	-E4	49.81592450140589	147.34611694379632	49.81592450140589	90.22435681718231	16.968052195685956	range(0, 5)	33.258990923717185	180.9560563028867	2	2
2	E5	37.247229130018965	148.74301675371163	37.247229130018965	137.46153270131634	18.189542578324883	range(0, 5)	31.183961393877333	185.71097661429778	2	2
2	E5	34.31026881429646	147.59236785300217	34.31026881429646	135.9808969481943	13.424256358963477	range(0, 5)	32.56679650710073	184.10263740917944	2	1
2	-E4	38.24202884365004	147.71590889513809	38.24202884365004	107.49134558271822	17.81891039160145	range(0, 5)	49.4855962525629	186.73640375670237	2	1
2	E5	40.34627066944224	147.91847768575602	40.34627066944224	136.59364434457635	15.704300742164385	range(0, 5)	38.25746426539815	182.5281506433679	2	2
1	-E4	30.243935213651884	148.6478283809442	30.243935213651884	98.91142263242168	12.492688104828982	range(0, 5)	44.118152328242616	186.37144083312856	1	2
2	E5	41.61671076585482	148.53404664017003	41.61671076585482	131.80757578559064	15.89540115987675	range(0, 5)	36.48422580374071	185.55959758611363	2	1
1	-E4	33.77578877112349	148.2270512235259	33.77578877112349	128.23611306859965	13.532947125702751	range(0, 5)	44.592896087815475	186.34703249924053	1	2
1	E5	31.38778566031037	148.55165658769113	31.38778566031037	124.38972677198885	15.10672364246635	range(0, 5)	41.940165394117884	187.2225482317237	1	2
