ego_speed	ego_lane	npc1_speed	npc1_distance	npc2_speed	npc1_lane	npc2_lane
42.643258094217416	2.0	42.643258094217416	132.68745084044315	37.857141696624524	2.0	1.0
38.082172998391144	1.0	38.082172998391144	61.88648633180645	46.673509929543144	1.0	1.0
46.23891730485871	1.0	46.23891730485871	94.2104808754195	35.789216800060004	1.0	2.0
30.234966326490028	2.0	30.234966326490028	119.3486181864192	38.60865210282417	2.0	2.0
37.68225489563129	1.0	37.68225489563129	121.28075108891211	48.21198462512455	1.0	1.0
35.87905131639622	1.0	35.87905131639622	56.62763175249131	45.280198422066185	1.0	2.0
33.73179676411188	1.0	33.73179676411188	106.09490711769398	31.74074878342052	1.0	1.0
38.86449727054508	1.0	38.86449727054508	87.47945552145313	40.11807268799387	1.0	2.0
43.914434115193565	2.0	43.914434115193565	115.63441914920055	46.75725561764082	2.0	1.0
45.405257587338255	1.0	45.405257587338255	97.58998756957781	47.69510116359446	1.0	1.0
40.38691610079974	2.0	40.38691610079974	137.92743673381227	47.479732211733925	2.0	2.0
45.7377137421861	2.0	45.7377137421861	101.43052396722851	31.112716589965373	2.0	1.0
35.40262528088686	1.0	35.40262528088686	81.77800890902245	43.22119325484337	1.0	2.0
39.80620410311317	1.0	39.80620410311317	130.1228481374726	44.18554706134305	1.0	1.0
33.41913040386591	2.0	33.41913040386591	128.46676319240817	34.24245342050134	2.0	1.0
41.85134974827727	1.0	41.85134974827727	80.15709206103467	49.55738277127371	1.0	1.0
43.03305585958682	2.0	43.03305585958682	126.61911430852281	31.175158692027722	2.0	1.0
45.56041360538016	2.0	45.56041360538016	64.62943250380401	41.56532203653739	2.0	2.0
45.71853419510689	2.0	45.71853419510689	49.645208368030524	31.859905870963114	2.0	2.0
37.45539764835513	2.0	37.45539764835513	90.0600815741993	36.850622921199026	2.0	2.0
46.43722746197772	1.0	46.43722746197772	126.73264772843659	48.636706145996406	1.0	1.0
47.1398988119457	2.0	47.1398988119457	76.88733430064056	39.38114368274369	2.0	1.0
46.17012779519414	1.0	46.17012779519414	121.50890251276839	32.17173142194181	1.0	2.0
45.93068258988124	1.0	45.93068258988124	118.95312938961942	37.61648567069966	1.0	1.0
44.75593599182306	2.0	44.75593599182306	100.12187184294422	33.484707570828164	2.0	2.0
34.462318214827896	1.0	34.462318214827896	52.424620280713285	44.851473854020966	1.0	2.0
40.084052116529584	2.0	40.084052116529584	62.637273958815996	41.97367321303446	2.0	1.0
32.769385050635805	2.0	32.769385050635805	82.89345297679128	48.42132218816312	2.0	2.0
40.9891881689293	1.0	40.9891881689293	86.8553497378692	45.33072017336489	1.0	2.0
35.78482106663612	1.0	35.78482106663612	107.26599190867054	33.27126708281112	1.0	2.0
38.302876685695146	1.0	38.302876685695146	79.55801128846244	34.30574732659997	1.0	1.0
47.26032820024067	2.0	47.26032820024067	74.60381824831629	49.10703349292843	2.0	2.0
41.89391365886175	2.0	41.89391365886175	58.382721802720056	49.95241088656559	2.0	2.0
40.571005891672804	2.0	40.571005891672804	96.56282032513415	35.05061318805579	2.0	2.0
46.10637526518983	1.0	46.10637526518983	106.7156291380582	32.013221328900244	1.0	1.0
31.680268089210106	2.0	31.680268089210106	100.33961283238962	34.44222298505293	2.0	2.0
37.79959961887908	2.0	37.79959961887908	129.00587163986106	46.7022500868614	2.0	2.0
34.46046932758418	2.0	34.46046932758418	69.6219612841086	41.14415647294371	2.0	2.0
40.921234634780205	2.0	40.921234634780205	96.58542646751545	39.436014245562525	2.0	2.0
38.079768226796496	1.0	38.079768226796496	122.91348222908064	43.82748026374518	1.0	2.0
43.362738859980176	2.0	43.362738859980176	95.12415334722843	45.22601331900926	2.0	2.0
39.4001611051345	1.0	39.4001611051345	110.98445988296243	31.979061798437044	1.0	2.0
38.74006564119957	2.0	38.74006564119957	90.24209403395758	30.920389692638413	2.0	2.0
34.73151324512038	1.0	34.73151324512038	91.50945361444894	47.25683942051474	1.0	1.0
44.24763971844901	2.0	44.24763971844901	108.97534955971696	44.404079811575	2.0	1.0
47.342693584362905	2.0	47.342693584362905	119.29127759044628	37.28454114773215	2.0	2.0
46.15766391401023	1.0	46.15766391401023	84.286083821079	42.46913352886013	1.0	1.0
39.60095543985528	2.0	39.60095543985528	110.71438728750081	40.02373507438963	2.0	2.0
34.55955166927863	2.0	34.55955166927863	106.11644775523844	34.920698416802736	2.0	1.0
37.96807124731946	2.0	37.96807124731946	98.49484890259022	37.17339118069395	2.0	1.0
48.40153541078759	2.0	48.40153541078759	112.20499582800893	35.79107862976483	2.0	2.0
47.97567703039365	2.0	47.97567703039365	107.91614720786286	33.9019697033455	2.0	2.0
42.82330730451316	1.0	42.82330730451316	83.21150788810925	41.14552234341423	1.0	2.0
30.06626012649023	2.0	30.06626012649023	105.01008590499438	35.456993127172815	2.0	2.0
40.54396523780165	1.0	40.54396523780165	74.572240195618	46.00328385988116	1.0	1.0
41.85385498501322	2.0	41.85385498501322	77.88446403746771	49.09886173208082	2.0	1.0
43.7700928777155	1.0	43.7700928777155	51.7324581528696	41.15635469012204	1.0	1.0
32.43381388930685	2.0	32.43381388930685	55.20593434068472	48.639870693005044	2.0	1.0
30.02282909656797	1.0	30.02282909656797	93.04542200419284	41.451048874509354	1.0	2.0
35.06939620084878	2.0	35.06939620084878	56.78187220012937	48.04644893365212	2.0	1.0
47.37696417199275	1.0	47.37696417199275	67.83123308419289	48.518019858859425	1.0	2.0
43.194325050102556	2.0	43.194325050102556	57.14113469079588	42.59292436332053	2.0	1.0
31.956850010412772	2.0	31.956850010412772	69.7173902989551	30.586604305033262	2.0	2.0
32.357910615519906	1.0	32.357910615519906	66.51909126262638	46.330705279005386	1.0	1.0
42.39618909365025	2.0	42.39618909365025	127.42065587790414	30.27855173468224	2.0	1.0
31.21982685121295	1.0	31.21982685121295	130.88552820788232	42.05554372467458	1.0	2.0
31.514169686761765	1.0	31.514169686761765	52.73596077459828	36.64770855503348	1.0	2.0
44.139059760749994	2.0	44.139059760749994	80.92774461495947	42.20877041914014	2.0	2.0
48.611581809800036	2.0	48.611581809800036	127.33637668544664	36.95423963776749	2.0	1.0
39.4117654442842	1.0	39.4117654442842	109.18504967071506	32.45468092523823	1.0	1.0
43.94956503314391	1.0	43.94956503314391	94.77464008820337	36.88516242028289	1.0	2.0
47.759041282942015	1.0	47.759041282942015	54.37725333078828	33.389977588796285	1.0	2.0
36.06604628113758	1.0	36.06604628113758	52.12921286876423	47.99065185402058	1.0	2.0
46.79077572305792	1.0	46.79077572305792	110.71397556022026	30.87688791985335	1.0	1.0
35.14131801664721	2.0	35.14131801664721	130.92950876961555	46.90792978605931	2.0	1.0
42.58177926089278	1.0	42.58177926089278	123.73251447213069	44.962919016286406	1.0	2.0
46.905716343181254	2.0	46.905716343181254	137.01212506498183	49.50443219050063	2.0	1.0
45.28413253391696	1.0	45.28413253391696	103.96499035717352	34.85287499231966	1.0	1.0
31.890588960076744	1.0	31.890588960076744	130.20168324240575	35.22487637494014	1.0	1.0
48.085985463320434	2.0	48.085985463320434	48.4010343105645	33.253031443665485	2.0	1.0
48.64534728923182	1.0	48.64534728923182	84.88936772914761	42.02880796911606	1.0	2.0
40.15545998674633	2.0	40.15545998674633	74.5741015031401	35.85116897352406	2.0	1.0
32.969132623959624	2.0	32.969132623959624	121.21047321010201	43.38865353062004	2.0	1.0
44.726968165265106	2.0	44.726968165265106	114.66608250826594	39.47588968352165	2.0	2.0
42.20169579530487	2.0	42.20169579530487	59.88946975725398	36.25109080843427	2.0	2.0
43.95309587801925	1.0	43.95309587801925	109.25254568438207	49.556492194563084	1.0	1.0
33.66610823122063	2.0	33.66610823122063	129.94880801601897	37.73267047604412	2.0	2.0
41.35321306439752	1.0	41.35321306439752	120.65533027754988	33.54031827302505	1.0	1.0
48.72785953551601	1.0	48.72785953551601	66.58592745848455	30.41365799633156	1.0	1.0
48.68233216949743	1.0	48.68233216949743	111.19520782396226	31.16359505238267	1.0	1.0
41.75277312115041	2.0	41.75277312115041	125.03758344761955	31.540238624703388	2.0	2.0
49.14436751131669	2.0	49.14436751131669	71.13147161662759	36.42891921494428	2.0	2.0
40.94150122615221	1.0	40.94150122615221	84.40926486334882	30.569390718128364	1.0	2.0
31.16937197602214	2.0	31.16937197602214	123.84094541883331	49.99937969942783	2.0	1.0
49.39102885415312	2.0	49.39102885415312	119.8290239983406	30.064090174701754	2.0	2.0
32.42274906706294	1.0	32.42274906706294	51.294912104558676	41.436703586772815	1.0	1.0
33.182618098085634	2.0	33.182618098085634	93.16441326601944	48.88660982072482	2.0	1.0
45.423961306960074	1.0	45.423961306960074	129.72146507563968	31.235687321448083	1.0	1.0
31.846654909792328	1.0	31.846654909792328	95.74569887862623	42.131840405859386	1.0	2.0
45.301783116972906	1.0	45.301783116972906	59.76932036290658	43.89232068322142	1.0	1.0
42.01139085172702	1.0	42.01139085172702	79.15500015691767	42.870510637955135	1.0	2.0
45.87161944607535	1.0	45.87161944607535	105.3495720611704	37.27174346497824	1.0	1.0
34.50553792576919	1.0	34.50553792576919	87.35472281582867	30.24232847435203	1.0	1.0
49.87930346945198	2.0	49.87930346945198	58.088871503469406	38.675149234338	2.0	1.0
32.10127191692488	1.0	32.10127191692488	95.76855678745915	43.6694541835281	1.0	1.0
49.414984115980815	2.0	49.414984115980815	102.2948546615553	45.06945626790774	2.0	2.0
46.73282405136175	2.0	46.73282405136175	105.59931174564372	49.29709251907526	2.0	2.0
32.284510751447364	2.0	32.284510751447364	83.99782579968998	34.00794529605341	2.0	1.0
37.42283606499254	2.0	37.42283606499254	101.4704420611824	37.45358894051495	2.0	2.0
49.21519945987279	1.0	49.21519945987279	55.459904023485166	40.45809394873984	1.0	2.0
43.745762336533666	1.0	43.745762336533666	79.31482309950721	43.59952386775273	1.0	2.0
34.833646751074866	2.0	34.833646751074866	121.75182736744738	32.26455603212609	2.0	2.0
34.59428795741875	1.0	34.59428795741875	92.91207089815136	38.45179280714038	1.0	2.0
37.97463744156593	1.0	37.97463744156593	132.23139805514006	38.2840591612498	1.0	1.0
44.67458524613248	1.0	44.67458524613248	97.8595695761119	46.64233108825472	1.0	1.0
40.11042605312067	1.0	40.11042605312067	60.842973849621686	41.23502030320676	1.0	2.0
47.14743191696135	1.0	47.14743191696135	99.45341351461644	45.79745319256866	1.0	2.0
36.690571330679916	1.0	36.690571330679916	127.44322641242995	46.56069372891737	1.0	2.0
36.271147065600715	1.0	36.271147065600715	133.92595446953553	34.807230972069405	1.0	2.0
49.00551980460559	1.0	49.00551980460559	110.23837755104603	36.151302512456276	1.0	1.0
31.913852803211682	1.0	31.913852803211682	59.328684744735725	45.616888707563476	1.0	2.0
31.137919401663197	2.0	31.137919401663197	128.35839472620086	35.30819035012441	2.0	2.0
32.99876833055297	2.0	32.99876833055297	82.9523869983376	47.1139811146153	2.0	1.0
49.959059555261625	2.0	49.959059555261625	124.27631316911206	39.4959227302532	2.0	1.0
48.80704345977548	2.0	48.80704345977548	72.5625291076264	44.79185777242556	2.0	2.0
39.006402743359814	1.0	39.006402743359814	114.46249331576502	40.373413708986604	1.0	2.0
43.98220019782154	1.0	43.98220019782154	127.2342269233549	48.64350897900973	1.0	2.0
44.6752683118483	1.0	44.6752683118483	71.88418460758565	41.15829526785962	1.0	1.0
41.17622778900161	1.0	41.17622778900161	79.25765309093575	30.687331701414085	1.0	2.0
43.26634712075848	1.0	43.26634712075848	84.60282990334096	43.053440036727686	1.0	1.0
44.66373387143633	1.0	44.66373387143633	67.55790664330462	33.15220625456456	1.0	2.0
30.97093488357491	2.0	30.97093488357491	65.12262229803474	43.81517821923648	2.0	1.0
33.7351066853195	2.0	33.7351066853195	95.85356657223647	34.01989039878301	2.0	1.0
41.9516195875942	1.0	41.9516195875942	50.33845308070836	36.15577702946873	1.0	1.0
48.07720270340771	1.0	48.07720270340771	120.5282125303885	35.525676119445144	1.0	1.0
41.750969621171976	2.0	41.750969621171976	64.75868448926917	40.00556627918973	2.0	2.0
45.94065183886075	2.0	45.94065183886075	88.52599789991848	30.87563860663705	2.0	2.0
32.67669448431074	1.0	32.67669448431074	70.69230897616544	47.87872835366592	1.0	2.0
32.065222142790404	1.0	32.065222142790404	85.585277442888	47.15155059983494	1.0	2.0
43.133770572466965	2.0	43.133770572466965	100.7598858811609	31.756204538713163	2.0	2.0
39.006736714891176	2.0	39.006736714891176	121.39189431560536	37.18515961874779	2.0	1.0
45.224228464581316	1.0	45.224228464581316	60.503070350649395	42.373169532065845	1.0	2.0
34.35580206923429	2.0	34.35580206923429	107.610960417849	49.08434043742978	2.0	2.0
47.07909709393172	1.0	47.07909709393172	66.41846874275092	35.201760781209074	1.0	2.0
32.296480852076755	1.0	32.296480852076755	82.77874497369746	35.55894124218236	1.0	1.0
49.094146340365334	2.0	49.094146340365334	65.76620967141952	35.48749087003244	2.0	2.0
32.55237518676758	1.0	32.55237518676758	97.49242842283185	33.469713240166215	1.0	2.0
45.43499270374186	1.0	45.43499270374186	49.821358677150045	46.37294505987744	1.0	2.0
49.35128989365616	1.0	49.35128989365616	112.24826934808188	37.85979935388716	1.0	2.0
39.29514844514088	1.0	39.29514844514088	109.93044238526154	30.27239505222894	1.0	2.0
41.89690534435358	1.0	41.89690534435358	82.69831549296131	30.753993819810546	1.0	2.0
38.10693938236664	1.0	38.10693938236664	134.4592060471366	41.188293341256326	1.0	2.0
33.97915760832384	2.0	33.97915760832384	113.3257324002848	48.069447622098146	2.0	2.0
42.37167655867697	1.0	42.37167655867697	90.91987079435005	37.85939268901169	1.0	2.0
43.99807544877449	1.0	43.99807544877449	101.04309253175848	44.230250710648015	1.0	1.0
33.28821610174577	2.0	33.28821610174577	117.62512261770993	30.215566895992037	2.0	2.0
41.03264721897105	2.0	41.03264721897105	101.45257348352058	49.95605795742454	2.0	1.0
38.73757501822066	1.0	38.73757501822066	135.48816592998526	42.11003985843495	1.0	2.0
32.79808284213435	1.0	32.79808284213435	75.91172470446801	33.98269241694757	1.0	2.0
45.65877010075199	2.0	45.65877010075199	97.74097790302076	33.61449958604822	2.0	1.0
35.29309025886108	1.0	35.29309025886108	110.33232378591143	47.95503560166944	1.0	2.0
44.72224359342392	2.0	44.72224359342392	116.8583592345692	48.10660835105411	2.0	2.0
40.40632667808084	2.0	40.40632667808084	98.39774543371357	34.77094951883211	2.0	1.0
35.668161882582744	1.0	35.668161882582744	55.593713810950206	42.72370732781175	1.0	2.0
48.087899950007454	2.0	48.087899950007454	126.80497542263397	36.021671579231544	2.0	2.0
34.71203041007163	1.0	34.71203041007163	48.356753105102555	42.91299393237824	1.0	2.0
43.41444446487449	1.0	43.41444446487449	89.39482478243657	41.45990653891488	1.0	1.0
46.17349997292944	2.0	46.17349997292944	78.57702860886266	36.592235845961866	2.0	1.0
31.96622519168302	2.0	31.96622519168302	50.560757262077715	45.43429033511691	2.0	1.0
43.276458976169124	2.0	43.276458976169124	84.6332326359906	43.49516721813764	2.0	2.0
31.76265977849148	1.0	31.76265977849148	104.45939333016466	47.772218816867735	1.0	1.0
40.69879433324023	2.0	40.69879433324023	59.68030487867691	38.95348643492125	2.0	1.0
43.721446895814395	2.0	43.721446895814395	131.80437525846236	48.04426059173771	2.0	1.0
47.26661193127391	1.0	47.26661193127391	134.90308153789292	35.89901154815292	1.0	1.0
48.2552117305104	1.0	48.2552117305104	87.62282964274587	40.38614631627646	1.0	1.0
44.54563082802378	1.0	44.54563082802378	109.11104627301788	30.45944025445329	1.0	2.0
49.59268087485314	2.0	49.59268087485314	105.0816696026653	49.108920143017585	2.0	1.0
36.01269538721178	1.0	36.01269538721178	82.39791623327224	36.304361217844075	1.0	2.0
41.72573236461287	2.0	41.72573236461287	126.08924589821301	32.47024849830117	2.0	1.0
38.802400303699706	2.0	38.802400303699706	126.91475478619387	48.00104312515271	2.0	1.0
33.45223985398811	1.0	33.45223985398811	62.43591782560806	42.65709471613124	1.0	1.0
34.56500945463007	2.0	34.56500945463007	79.75089434710296	44.61191744481734	2.0	2.0
45.82465633898715	2.0	45.82465633898715	67.41364053245285	30.3647351261579	2.0	1.0
45.88784044351801	1.0	45.88784044351801	56.92461119823244	39.526099134793284	1.0	1.0
45.041976696669614	2.0	45.041976696669614	98.41192895124709	41.39124905169383	2.0	1.0
45.21058759476961	1.0	45.21058759476961	95.52226441198471	37.76115262871286	1.0	1.0
37.783130998907964	2.0	37.783130998907964	96.86424681697267	31.418246102981463	2.0	2.0
46.829885832860754	1.0	46.829885832860754	62.721780253844486	45.19788599151179	1.0	2.0
49.12962254491388	1.0	49.12962254491388	127.45708753474041	41.35293478245201	1.0	2.0
40.691437191881924	1.0	40.691437191881924	71.69847279487566	34.844938148874405	1.0	2.0
36.65763475155279	2.0	36.65763475155279	136.6650464687793	31.218194402308928	2.0	1.0
40.37264427473674	2.0	40.37264427473674	115.62052498343945	34.500793922554266	2.0	1.0
42.86447285431255	2.0	42.86447285431255	89.04167338289092	32.702894649351556	2.0	1.0
48.782401076065966	1.0	48.782401076065966	100.16647078231883	44.35997475718178	1.0	2.0
30.147298945703287	2.0	30.147298945703287	80.53395931690768	43.948394791514154	2.0	1.0
40.41534861714969	2.0	40.41534861714969	49.59764109057427	32.52739048942009	2.0	2.0
47.585040615436405	1.0	47.585040615436405	96.76389036755295	40.6479631621594	1.0	2.0
48.4675718579466	1.0	48.4675718579466	68.92653474548067	33.38727926327684	1.0	2.0
42.70389170550193	1.0	42.70389170550193	90.46012704263299	30.59973218509212	1.0	1.0
44.293325258511715	2.0	44.293325258511715	56.01740258064815	34.29981211650748	2.0	1.0
38.50675324908284	2.0	38.50675324908284	105.24725967748876	38.56300417605083	2.0	1.0
32.65985156077031	2.0	32.65985156077031	109.94480262311757	34.770506357874226	2.0	2.0
48.064693832171	1.0	48.064693832171	90.43047156751658	31.55819407611962	1.0	1.0
48.20767051669423	2.0	48.20767051669423	49.76121389723376	32.49728000718656	2.0	1.0
40.85609355371506	2.0	40.85609355371506	112.27991452717596	44.535009873345565	2.0	2.0
44.83785710468046	2.0	44.83785710468046	95.51371665206196	38.961793345221984	2.0	2.0
36.076675657106456	1.0	36.076675657106456	109.29075744532867	31.469208778377542	1.0	2.0
41.614888578603946	2.0	41.614888578603946	70.82673716500874	35.45126048539949	2.0	1.0
42.68305474677222	2.0	42.68305474677222	86.84895527700061	48.74110240306129	2.0	1.0
41.8153535129323	2.0	41.8153535129323	108.81294905313769	43.99018274161515	2.0	2.0
35.956708979017655	1.0	35.956708979017655	127.95136429299494	46.63678381674972	1.0	1.0
45.03013831356629	2.0	45.03013831356629	101.24462479167357	46.16961590753985	2.0	1.0
38.742442920424594	1.0	38.742442920424594	114.1577782278484	40.00315764433989	1.0	2.0
42.615480678793	1.0	42.615480678793	83.35050427514341	43.29494879930847	1.0	1.0
41.341981110175105	2.0	41.341981110175105	56.49091755024753	45.15383819232687	2.0	1.0
40.37426882569043	1.0	40.37426882569043	97.22163609269103	44.24414595877351	1.0	1.0
41.695571495440866	1.0	41.695571495440866	133.6653256355969	49.818140000150024	1.0	2.0
38.54793594073076	2.0	38.54793594073076	63.211681977378646	43.241982009134574	2.0	2.0
30.77856353826307	2.0	30.77856353826307	93.36345972240176	43.58539500732482	2.0	2.0
49.157025692608066	1.0	49.157025692608066	123.93156441130756	44.789364652834124	1.0	1.0
49.350996094263756	2.0	49.350996094263756	111.19972716856833	43.535450533036084	2.0	2.0
44.12631460633238	1.0	44.12631460633238	88.76393263221163	37.313483452883005	1.0	2.0
31.82873979262306	1.0	31.82873979262306	121.79263013686118	46.08261702106644	1.0	1.0
32.64357478638061	2.0	32.64357478638061	116.37513752594207	42.42456447982116	2.0	2.0
49.24575034802954	2.0	49.24575034802954	106.86672449229434	30.585985879727982	2.0	1.0
44.30057051161839	2.0	44.30057051161839	75.21633238611915	33.88261569158549	2.0	1.0
47.67142196199364	1.0	47.67142196199364	131.8182534967848	32.747943456302934	1.0	2.0
42.934320589965104	2.0	42.934320589965104	96.00106422986855	45.855978130733064	2.0	2.0
34.825946795563475	1.0	34.825946795563475	55.399717799286805	36.100520300241726	1.0	1.0
44.429899230760135	1.0	44.429899230760135	102.95709547253583	36.28354323892596	1.0	2.0
35.659458244084426	1.0	35.659458244084426	124.08693654704815	31.170389910698045	1.0	1.0
48.83196347843639	1.0	48.83196347843639	132.97620438626547	30.980649960495917	1.0	2.0
44.04920057184214	2.0	44.04920057184214	103.57790277486886	45.87007457788618	2.0	2.0
46.935983499697166	1.0	46.935983499697166	79.86797921991987	43.771958232276695	1.0	1.0
37.51837055539959	1.0	37.51837055539959	81.54382313597898	49.4149312319263	1.0	2.0
36.688715309581696	2.0	36.688715309581696	133.9931761741456	45.353675569585576	2.0	2.0
45.95115947420017	2.0	45.95115947420017	129.0774625540571	35.19738615755938	2.0	2.0
47.65547091310276	2.0	47.65547091310276	56.978131486159626	47.35897084116872	2.0	1.0
33.8453244026959	2.0	33.8453244026959	88.16760457850364	49.733488278146325	2.0	1.0
36.50435216558475	1.0	36.50435216558475	136.57944222800865	45.75950974503578	1.0	2.0
40.487827603089286	2.0	40.487827603089286	89.58774465447132	30.68018359032989	2.0	1.0
41.454267171847206	2.0	41.454267171847206	78.91128824262042	45.78079543527802	2.0	1.0
38.75425392200747	1.0	38.75425392200747	121.92716173063593	48.293722025261495	1.0	2.0
36.366131753723614	1.0	36.366131753723614	116.31305549286765	37.62282389426247	1.0	2.0
35.86007789367942	1.0	35.86007789367942	106.76586253470043	32.34772717500522	1.0	2.0
32.85903538834662	2.0	32.85903538834662	82.32619390987324	33.80952922705629	2.0	2.0
46.5304366551982	2.0	46.5304366551982	135.55679724551	49.65749384519283	2.0	1.0
35.69872530286526	2.0	35.69872530286526	77.78293258887814	36.542831106316704	2.0	1.0
41.265647227313394	2.0	41.265647227313394	104.70038571972536	41.18436089625262	2.0	1.0
38.612904469207464	1.0	38.612904469207464	85.9497730554121	38.724308119883354	1.0	1.0
32.310691777598365	2.0	32.310691777598365	132.77455370973095	39.98144652968858	2.0	2.0
30.66763442690818	2.0	30.66763442690818	85.48613676712174	36.38262941907171	2.0	1.0
36.83451333298642	2.0	36.83451333298642	122.3769845091522	46.93010028471114	2.0	1.0
30.5507593888223	1.0	30.5507593888223	73.20192105217747	44.148444550001244	1.0	1.0
32.100869234668714	2.0	32.100869234668714	56.57859053728858	39.69011384423656	2.0	2.0
35.144611844797545	1.0	35.144611844797545	58.77579271126483	38.47316083081837	1.0	1.0
31.39203287534095	2.0	31.39203287534095	86.97241811087605	31.35744206330971	2.0	1.0
47.287065149365176	1.0	47.287065149365176	108.72104578689567	32.5106730599244	1.0	2.0
41.43195643517446	1.0	41.43195643517446	109.25342067517991	49.24759057461857	1.0	1.0
42.70406652601628	1.0	42.70406652601628	76.69674114323735	34.252046326029	1.0	2.0
41.28034952947416	1.0	41.28034952947416	111.27642772505311	45.07398863475848	1.0	2.0
